,id,title,author_info,rating,pros,cons,Date,Location,Status
315,315,Career growth,"Jun 15, 2022 - Process Associate in Bangalore",4,"Monotonous job, good managers and more leaves","No technical career growth, just waste of time if you don't learn on your own","Jun 15, 2022 ",Bangalore, Process Associate
316,316,Good,"Jun 15, 2022 - Virtual Assistant in Pune",4,Good Nothing specific benefits are good,Break times need to be allotted noucelg,"Jun 15, 2022 ",Pune, Virtual Assistant
317,317,Good work culture,"Jun 15, 2022 - Transaction Risk Investigator in Bangalore",4,Nice office.. infrastructure... Benefits.. health claim.. sodexo,Low salary... Slowest movement of promotion... Time taken for promotion,"Jun 15, 2022 ",Bangalore, Transaction Risk Investigator
318,318,Amazing Experience!!,"May 31, 2022 - Senior Program Manager in Bangalore",5,"I love the team and culture here, it's very enriching. Senior management is approcable and supportive.",Nothing I can think as of now,"May 31, 2022 ",Bangalore, Senior Program Manager
319,319,Good Working Culture & Career growth,"May 31, 2022 - Anonymous Employee in Mumbai",5,Everyday seems to be day 1. Good learning,Nothing cons as company is very good,"May 31, 2022 ",Mumbai, Anonymous Employee
320,320,Best company,"May 31, 2022 - Anonymous Employee in Coimbatore",5,"Bestt company , best culture, pleasant place to work",Pay is the only problem we get timely paid but pay is less comparatively in the market,"May 31, 2022 ",Coimbatore, Anonymous Employee
321,321,Good Company,"May 31, 2022 - Software Developer in Noida",5,Work Culture of Amazon is good,Working at Amazon is Bad,"May 31, 2022 ",Noida, Software Developer
322,322,The king of cloud storage.,"Jun 14, 2022 - Cloud Solution Architect in Bangalore",4,Friendly Environment Best for developing the knowledge.,You should update yourself in order to compete with freshers.,"Jun 14, 2022 ",Bangalore, Cloud Solution Architect
323,323,Great workplace,"Jun 15, 2022 - Advocacy Operation Specialist in Hyderābād",4,Good team leads who help you in all aspects,Nothing much as TLs are always there to assist you,"Jun 15, 2022 ",Hyderābād, Advocacy Operation Specialist
324,324,Great work environment,"Jun 15, 2022 - SDE 1 in Hyderābād",4,Good perks and regular rewards,Low inhand salary as compared to other,"Jun 15, 2022 ",Hyderābād, SDE 1
325,325,Career growth,"Jun 15, 2022 - Process Associate in Bangalore",4,"Monotonous job, good managers and more leaves","No technical career growth, just waste of time if you don't learn on your own","Jun 15, 2022 ",Bangalore, Process Associate
326,326,Good,"Jun 15, 2022 - Virtual Assistant in Pune",4,Good Nothing specific benefits are good,Break times need to be allotted noucelg,"Jun 15, 2022 ",Pune, Virtual Assistant
327,327,Good work culture,"Jun 15, 2022 - Transaction Risk Investigator in Bangalore",4,Nice office.. infrastructure... Benefits.. health claim.. sodexo,Low salary... Slowest movement of promotion... Time taken for promotion,"Jun 15, 2022 ",Bangalore, Transaction Risk Investigator
328,328,Amazing Experience!!,"May 31, 2022 - Senior Program Manager in Bangalore",5,"I love the team and culture here, it's very enriching. Senior management is approcable and supportive.",Nothing I can think as of now,"May 31, 2022 ",Bangalore, Senior Program Manager
329,329,Good Working Culture & Career growth,"May 31, 2022 - Anonymous Employee in Mumbai",5,Everyday seems to be day 1. Good learning,Nothing cons as company is very good,"May 31, 2022 ",Mumbai, Anonymous Employee
330,330,Best company,"May 31, 2022 - Anonymous Employee in Coimbatore",5,"Bestt company , best culture, pleasant place to work",Pay is the only problem we get timely paid but pay is less comparatively in the market,"May 31, 2022 ",Coimbatore, Anonymous Employee
331,331,Good Company,"May 31, 2022 - Software Developer in Noida",5,Work Culture of Amazon is good,Working at Amazon is Bad,"May 31, 2022 ",Noida, Software Developer
332,332,Facility supervisor,"May 31, 2022 - House Keeping Supervisor in Chennai",5,Better place to work good facility handling management,Flexible timing dress quote for all,"May 31, 2022 ",Chennai, House Keeping Supervisor
333,333,Amazon Work Experience,"Jun 14, 2022 - Advertiser Support Associate in Calcutta",4,Good to work with team mates or highest standards.,Too low options for remote work.,"Jun 14, 2022 ",Calcutta, Advertiser Support Associate
334,334,Amazon review,"Jun 14, 2022 - Senior Catalog Associate - French in Bangalore",4,Beautiful Offices Excellent level of Training program Supportive HRBP,Low salary package at Associate level. (L2&L3),"Jun 14, 2022 ",None, Senior Catalog Associate 
335,335,Amazon is top notch customer centric approach with great Work culture,"Jun 14, 2022 - Team Lead/Manager in Bangalore",4,Work culture Employee satisfaction Customer centric,Amazon doesn’t have any major cons,"Jun 14, 2022 ",Bangalore, Team Lead/Manager
336,336,Salary is very less...!!!,"Jun 14, 2022 - Ad Operations Associate in Bangalore",3,Benefits and leave policy are good,1). Slow growth 2). Micro management 3). Hard work will not be awarded,"Jun 14, 2022 ",Bangalore, Ad Operations Associate
337,337,Okayish,"Jun 14, 2022 - Software Engineer in Chennai",3,lot of ownership given interesting tech,work life balance is not there,"Jun 14, 2022 ",Chennai, Software Engineer
338,338,Good work life balance- excellent benefits - Pathetic process,"Jun 14, 2022 - ML Data Associate in Bangalore",3,"Good managers , Much better leadership principles","Pressure in process, Rotational shifts","Jun 14, 2022 ",Bangalore, ML Data Associate
339,339,Great place to work,"May 30, 2022 - Manager, Operations in New Delhi",5,"I enjoy working at Amazon because its always a Day-1 here. Its a ocean of learning, the more you dive deep, the more you learn.","I am in work from home process, sometimes I feel to work from office too, meeting with peers, colleagues, team etc.","May 30, 2022 ",New Delhi," Manager, Operations"
340,340,One of the Best HRS,"May 30, 2022 - HRS Manager in Bangalore",5,Culture of organization is simply fascinating. Its a world by itself and comes with amazing Infrastructure. Working with Expats gives you huge opportunity.,"Promotions are basis manager discretion. An L4 manager n above cannot apply for roles via IJP, so until your manager thinks you are good, you wont move to next position, thats unfair. This is not equal employment opportunity.","May 30, 2022 ",Bangalore, HRS Manager
341,341,Good,"May 30, 2022 - Team Lead in Calcutta",5,Good good good good good,None none none none none,"May 30, 2022 ",Calcutta, Team Lead
342,342,Amazon India Private ltd,"Jun 12, 2022 - SDE-2 in Chennai",4,1. Work on new tech 2. AWS 3. Salary 4. Peers,1. Work life balance 2. oncall,"Jun 12, 2022 ",None, SDE
343,343,Growth company,"Jun 13, 2022 - Program Manager in Hyderābād",4,The company offers a lot of opportunities and hard work will ensure growth,No scope for being lethargy,"Jun 13, 2022 ",Hyderābād, Program Manager
344,344,Good one,"Jun 13, 2022 - Team Manager in Hyderābād",4,"Work culture, Facilities, Learning, Opportunities, Diversity",Little Stress here and there,"Jun 13, 2022 ",Hyderābād, Team Manager
345,345,Good place to work,"Jun 13, 2022 - Associate, Quality Services in Chennai",4,They will give important to you and your words. Manager will listen about the concerns we are facing.,Nothing much to tell about.,"Jun 13, 2022 ",Chennai," Associate, Quality Services"
346,346,Great Place,"Jun 13, 2022 - Anonymous Employee in Chennai",4,"Internal transfers, Tech stack, Great teams",Might need to wade through Politics,"Jun 13, 2022 ",Chennai, Anonymous Employee
347,347,Experience,"Jun 13, 2022 - CSA - Customer Service Associate in Noida",4,Nice Office Good Vibe in the office,Hectic work schedule in the Office,"Jun 13, 2022 ",None, CSA 
348,348,Misuse of hierarchical powers and HR's helplessness,"Jun 14, 2022 - Transportation Specialist in Hyderābād",2,"Amazon as a brand is a very good company and have proven to sustain in the international markets with decent rating both at customer satisfaction and employee experience levels, however unfortunately, this won't be the case while serving this company from Ind.","The day 1 culture at Amazon is fully respected and recommended, however it has some negative effects as well. The new management will have to check you out in person and you'll have to do everything all over again. This might cause demotivation and you might land into development plan which knocks your entire year's compensation, but who cares? You'll be played with until you give up or you choose to continue with the same torture all because you have responsibilities and because your dream company is Amazon. I'm confident that many tenured employees will support what all is stated above and would want to have justice for the time spent with the company without any growth and only false hopes. Amazon is also surviving because it has such people who care for the company but are getting sidelined just because of hierarchical domination.","Jun 14, 2022 ",Hyderābād, Transportation Specialist
349,349,High standards,"Jun 13, 2022 - Technical Support Representative in Cochin",3,Proper training programs and amazing working experience.,No fixed shift timings. Work shifts will be changing after 2 weeks.,"Jun 13, 2022 ",Cochin, Technical Support Representative
350,350,Amazon review,"Jun 13, 2022 - Software Engineer in Hyderābād",3,You learn a lot in software development skills.,Work life balance is really bad.,"Jun 13, 2022 ",Hyderābād, Software Engineer
351,351,Great place to work,"May 29, 2022 - SDE-2 in Hyderābād",5,* Many teams to choose from and many opportunities to learn and grow. * Flexible work timings and good work life balance. *,* Career development is too dependent on the team you work in and the projects in their charter.,"May 29, 2022 ",None, SDE
352,352,Well reputed company,"May 29, 2022 - HR & Organization Manager in Bangalore",5,"Customer Satisfaction , More job offers","Right job to right person not given ,","May 29, 2022 ",Bangalore, HR & Organization Manager
353,353,Best place to work,"May 29, 2022 - Customer Service Associate in Pune",5,It's an employee centric company. Good chances of internal growth. Management really Supports you on each and every step at your career growth.,Working in Night shifts becomes very difficult. Shift never changes for 3 to 4 months.,"May 29, 2022 ",Pune, Customer Service Associate
354,354,2ieii,"May 29, 2022 - Customer Service Representative in Hyderābād",5,"Supportive, good, environment, npt, no work after logout., leaves","Monotonous, micromanage, pressure,less break time, some managers are too bad","May 29, 2022 ",Hyderābād, Customer Service Representative
355,355,Good work life balance,"Jun 11, 2022 - Quality Specialist in Hyderābād",4,Gud work life balance Flexible Easy leaves,Slow growth rate Sometimes poor management,"Jun 11, 2022 ",Hyderābād, Quality Specialist
356,356,good,"Jun 11, 2022 - Business Intelligence Analyst in Ahmedabad",4,good company to work with,nothing as precise to mention,"Jun 11, 2022 ",Ahmedabad, Business Intelligence Analyst
357,357,nice place to work,"Jun 12, 2022 - Resolution Specialist in Pune",4,no micromanagement and good working environment,rotational night shifts and company politics,"Jun 12, 2022 ",Pune, Resolution Specialist
358,358,Amazon SDE-1,"Jun 12, 2022 - Software Development Engineer (SDE) in Hyderābād",4,nice compensation & flexible international relocation,work life balance might be bad depending on team,"Jun 12, 2022 ",Hyderābād, Software Development Engineer (SDE)
359,359,Decent company,"Jul 4, 2022 - Onboarding Specialist in Hyderābād",1,"Good infrastructure, benefits, and perks",Should work on managerial skills at lower level,"Jul 4, 2022 ",Hyderābād, Onboarding Specialist
360,360,Amazing at Amazon!,"Jun 11, 2022 - Software Associate in Gurgaon, Haryana",3,The work culture is amazing.,Difficult to maintain work-life balance.,"Jun 11, 2022 ","Gurgaon, Haryana", Software Associate
361,361,Good Working Environment,"Jun 9, 2022 - Sps Associate in Bangalore",3,"Flexibility,Good working environment,Good Training,Nice allowances,Great office",Work pressure but there is always someone to reach out for help like your supervisor for support.,"Jun 9, 2022 ",Bangalore, Sps Associate
362,362,good place to work,"Jun 11, 2022 - Data Scientist in Bangalore",3,"good problem statements, good compensation, work life balance","bureaucratic culture, slow, less opportunity for end-to-end ownership","Jun 11, 2022 ",Bangalore, Data Scientist
